<method=1>,,,
The Selection begins!,挑选试炼开始！,orb_tut_2SelectionBegins,Dialog_Tutorial
Try not to get hurt... too much.,当心别伤……得太重。,orb_tut_2TryNot,Dialog_Tutorial
Not bad. I think we can take this up a notch... <t>*</t>Let you feel your real powers. Are you ready? Excellent.,还不赖。<t>2</t>我想我们可以更进一步……让你感受自己真正的实力。<t>4.7</t>你准备好了吗？非常好。,orb_tut_2NoCasualties,Dialog_Tutorial
As gladiators you wield the power of marks. You will find them useful...,身为角斗士的你持有印记之力。你会发现它们非常有用……,orb_tut_2UsefulMarks,Dialog_Tutorial
"Behold! This worthy opponent can not be hurt by normal means, attack him now - use your marks.",注意！一般手段伤不到这位优秀的对手，现在攻击他——利用你的印记。,orb_tut_2IntroOfMarks,Dialog_Tutorial
You have now fully Marked him up. Now finish him!,你已经给他标上足够多的印记了。现在了结他吧！,orb_tut_2FullyMarked,Dialog_Tutorial
"Very good, now do it again, from the top.",非常好，现在从头再来一遍。,orb_tut_2DummyAgain,Dialog_Tutorial
Your powers will have greater effect on enemies with many marks.,印记越多，你的力量就对敌人越有效。,orb_tut_2MarkedHint,Dialog_Tutorial
Let’s move on to more... complicated lessons.,让我们接着上更……复杂的课程吧。,orb_tut_2MoveOn,Dialog_Tutorial
Ambush!,有埋伏！,orb_tut_3Ambush,Dialog_Tutorial
A gladiator must always be prepared. Understood? Great.,角斗士必须时刻做好准备。懂吗？非常好。,orb_tut_3BePrepared,Dialog_Tutorial
"Now, you must learn to harness the power of your Spirit Mentor - my power. <t>*</t>I can reach places you cannot, and help you greatly in the Trials - within the rules, of course. Try to call me.",现在，你得学会使用你精神导师的力量——也就是我的力量。<t>6.1</t>我能去到你无法到达的地方，而且能很大程度上帮助你的试炼——当然，规则还是要遵守。试着呼唤我吧。,orb_tut_3LearnOrb,Dialog_Tutorial
"Excellent. Using what you’ve just learned, navigate me over the three Shrines to activate them.",很好，利用你方才所学，引导我去激活那三座神坛。,orb_tut_3ThreeShrines,Dialog_Tutorial
"Finally you must activate the Healing Shrine. <t>*</t>These are very useful, be sure to look for them in The Trials. It will save your lives.",最后你得激活那座治愈神坛。<t>3.2</t>这东西非常有用，一定要在试炼中找到它们。它能救你的命。,orb_tut_3HealingShrine,Dialog_Tutorial
Ambush! On your guard!,有埋伏！保护自己！,orb_tut_4AnotherAmbush,Dialog_Tutorial
A Marked enemy is a vulnerable enemy. Never forget it.,带有印记的敌人会比较弱。请牢记这一点。,orb_tut_4MarkedHint2,Dialog_Tutorial
Now I deem you ready to-,现在，我相信你已经准备好去——,orb_tut_4Ready,Dialog_Tutorial
"Ready?! What a joke! <t>*</t>You might have survived The Selection weaklings, but you have a long way to go before I'll pass you.",准备好？！真是笑话！<t>4.1</t>你也许是通过了挑选试炼，弱鸡，但在我给你合格前，你还有好长的路要走。,orb_tut_4WHMyTrials,Dialog_Tutorial
I swear he interrupts me on purpose!,我敢肯定他是故意打断我的！,orb_tut_4MoveOn,Dialog_Tutorial
You've fought with honor so far - not everybody makes it through The Selection.,到目前为止你的战斗都很精彩——并非所有人都能通过挑选试炼。,orb_tut_4DidGreat,Dialog_Tutorial
"You've passed your first test! <t>*</t>Go now, to the Hall of Trials - there, your true test lies!",你已经通过第一项测试了！<t>3</t>去吧，去试炼大厅——在那里，有你真正的试炼！,orb_tut_4MoveTo,Dialog_Tutorial
"Go now, to the Hall of Trials - there, your true test lies!",去吧，去试炼大厅那——那里，有你真正的试炼！,orb_tut_4MoveToShort,Dialog_Tutorial
I have granted you the power of marks. Attack to apply marks $i4/$i5,我已经把印记之力给你了。利用攻击来附着印记（$i4/$i5）,orb_objectives_tut_1_addmarks,Objectives_Tutorial_addmarks
Apply the new ability,使用新的能力,orb_objectives_tut_2_skill,Objectives_Tutorial_skill
Finish off the marked target with an ability $i4/$i5,用能力来消灭带着印记的靶子（$i4/$i5）,orb_objectives_tut_3_killmarkedtarget,Objectives_Tutorial_killmarkedtarget
And again! Apply marks and use abilities to really harm $i4/$i5,再来！附着印记并用能力来破坏它（$i4/$i5）,orb_objectives_tut_4_again,Objectives_Tutorial_again
"Okay, call me to a position",好了，呼唤我到一个位置,orb_objectives_tut_5_callmetopos_singleplayer,Objectives_Tutorial_callmetopos_singleplayer
"Okay all, call me to a position $i4/$i5",好了大家，呼唤我到一个位置（$i4/$i5）,orb_objectives_tut_5_callmetopos_multiplayer,Objectives_Tutorial_callmetopos_multiplayer
Activate the Shrines $i4/$i5,激活神坛 $i4/$i5,orb_objectives_tut_6_activateshrines,Objectives_Tutorial_activateshrines
Use the Healing Shrine to restore health,利用治愈神坛来恢复生命,orb_objectives_tut_7_healshrine,Objectives_Tutorial_healshrine
Activate the Shrines $i4/$i5,激活神坛（$i4/$i5）,objective_activator_3shrines,Objectives_Chamber1_Activator
Kill Swarmers $i4/$i5,消灭蜂拥者（$i4/$i5）,objective_activator_killSwarmers,Objectives_Chamber1_Activator
Defeat Morgrul the Swarmer King,击败蜂拥者之王，莫格鲁,objective_activator_defeatMorgrul,Objectives_Chamber1_Activator
Kill all enemies $i4,消灭所有敌人（$i4）,objective_activator_killEnemies,Objectives_Chamber1_Activator
Activate the Shrines $i4/$i5,激活神坛（$i4/$i5）,objective_activator_activateShrines,Objectives_Chamber1_Activator
Kill all enemies,消灭所有敌人,objective_vandalism_killEnemies,Objectives_Chamber1_Vandalism
Destroy the Statues $i4/$i5,摧毁雕像（$i4/$i5）,objective_vandalism_destroyStatues,Objectives_Chamber1_Vandalism
Destroy the Statue,摧毁雕像,objective_vandalism_destroyOneStatue,Objectives_Chamber1_Vandalism
Destroy the spawner shrine,摧毁孵化神坛,objective_tremors_destroyOneShrine,Objectives_Chamber1_Tremors
Kill the enemies $i4/$i5,消灭敌人（$i4/$i5）,objective_tremors_killEnemies,Objectives_Chamber1_Tremors
Destroy the spawner shrines $i4/$i5,摧毁孵化神坛（$i4/$i5）,objective_tremors_destroyShrines,Objectives_Chamber1_Tremors
Kill the Brawler,消灭争斗者,objective_tremors_killOneBrawler,Objectives_Chamber1_Tremors
Kill the Brawlers $i4/$i5,消灭争斗者（$i4/$i5）,objective_tremors_killBrawlers,Objectives_Chamber1_Tremors
Destroy the statues $i4/$i5,摧毁雕像（$i4/$i5）,objective_blastoff_destroyStatues,Objectives_Chamber1_BlastOff
Kill the Cleaver,消灭屠夫,objective_blastoff_killCleaver,Objectives_Chamber1_BlastOff
Disrupt the mist,扰乱雾气,objective_aslowdeath_disruptMist,Objectives_Chamber1_ASlowDeath
Kill the Acid Imp,消灭酸液魔精,objective_aslowdeath_killOneImp,Objectives_Chamber1_ASlowDeath
Kill the Acid Imps: $i4/$i5,消灭酸液魔精（$i4/$i5）,objective_aslowdeath_killImps,Objectives_Chamber1_ASlowDeath
Kill the Cleaver,消灭屠夫,objective_aslowdeath_killOneCleaver,Objectives_Chamber1_ASlowDeath
Kill the Cleavers $i4/$i5,消灭屠夫（$i4/$i5）,objective_aslowdeath_killCleavers,Objectives_Chamber1_ASlowDeath
Defeat Ether Claw,击败以太爪,objective_aslowdeath_defeatClaw,Objectives_Chamber1_ASlowDeath
Defeat Wrathhoof,击败怒蹄,objective_wrathhoof_defeatWrathHoof,Objectives_Chamber1_WrathHoof
Kill Wrathhoof,消灭怒蹄,objective_wrathhoof_killWrathHoof,Objectives_Chamber1_WrathHoof
Activate the Shrines $i4/$i5,激活神坛（$i4/$i5）,objective_linesinthesand_activateShrines,Objectives_Chamber2_LinesInTheSand
Activate the Plate,激活金属板,objective_linesinthesand_activateOnePlate,Objectives_Chamber2_LinesInTheSand
Activate the Plates $i4/$i5,激活金属板（$i4/$i5）,objective_linesinthesand_activatePlates,Objectives_Chamber2_LinesInTheSand
Survive for $i4 seconds,存活$i4秒,objective_linesinthesand_survive,Objectives_Chamber2_LinesInTheSand
Get to the Blood Banner,到达血色旗帜处,objectives_powercrystal_bloodBanner,Objectives_Chamber2_PowerCrystal
Challenge: Get to the Challenge Banner,任务：到达挑战旗帜处,objectives_powercrystal_challengeBanner,Objectives_Chamber2_PowerCrystal
Cross the bridge,穿过桥梁,objectives_revenge_crossBridge,Objectives_Chamber2_Revenge
Bomb the Statues $i4/$i5,炸毁雕像（$i4/$i5）,objectives_revenge_bombStatues,Objectives_Chamber2_Revenge
Fill up the Time Plate,踩满时间踏板,objectives_speedorcaution_fillTimePlate,Objectives_Chamber2_SpeedOrCaution
Get to the Blood Banner,到达血色旗帜处,objectives_speedorcaution_bloodBanner,Objectives_Chamber2_SpeedOrCaution
Destroy the Statue,摧毁雕像,objectives_speedorcaution_destroyStatue,Objectives_Chamber2_SpeedOrCaution
Stand on the pressure plate $i4/$i5,站在压力板上（$i4/$i5）,objectives_speedorcaution_pressurePlate,Objectives_Chamber2_SpeedOrCaution
Kill the Taurus $i4/$i5,消灭敌人（$i4/$i5）,objectives_runforcover_killTaurus,Objectives_Chamber2_RunForCover
Kill the Brawlers $i4/$i5,消灭争斗者（$i4/$i5）,objectives_runforcover_killBrawlers,Objectives_Chamber2_RunForCover
Disrupt the Beam $i4/$i5,打断光束（$i4/$i5）,objectives_runforcover_disruptBeam,Objectives_Chamber2_RunForCover
Overcharge the Beam $i4/$i5,让光束过载（$i4/$i5）,objectives_runforcover_overchargeBeam,Objectives_Chamber2_RunForCover
Disrupt the Beam again $i4/$i5,再次打断光束（$i4/$i5）,objectives_runforcover_disruptBeamAgain,Objectives_Chamber2_RunForCover
Disrupt the Beam one last time $i4/$i5,最后一次打断光束（$i4/$i5）,objectives_runforcover_disruptBeamLast,Objectives_Chamber2_RunForCover
Cross the bridge,穿过桥梁,objectives_warlock_crossBridge,Objectives_Chamber2_Warlock
Defeat Slarth,击败斯拉思,objectives_warlock_defeatSlarth,Objectives_Chamber2_Warlock
Cleanse the Shrines $i4/$i5,净化神坛（$i4/$i5）,objectives_infestation_cleanseShrines,Objectives_Chamber3_Infestation
Defeat the Warlock,击败术士,objectives_infestation_DefeatWarlock,Objectives_Chamber3_Infestation
Defeat the Charger,击败冲撞者,objectives_infestation_DefeatCharger,Objectives_Chamber3_Infestation
Kill the Taurus,消灭塔卢斯,objectives_mistchargers_killOneTaurus,Objectives_Chamber3_MistChargers
Kill the Blood Carrier,消灭血包携带者,objectives_mistchargers_killInfestedSwarmer,Objectives_Chamber3_MistChargers
Kill Taurus $i4/$i5,消灭塔卢斯（$i4/$i5）,objectives_mistchargers_killTaurus,Objectives_Chamber3_MistChargers
Kill the Cleavers $i4/$i5,消灭屠夫（$i4/$i5）,objectives_wallofdecay_killCleavers,Objectives_Chamber3_WallOfDecay
Kill the Cleaver $i4/$i5,消灭屠夫（$i4/$i5）,objectives_wallofdecay_killOneCleaver,Objectives_Chamber3_WallOfDecay
Get to the Blood Banner!,到达血色旗帜处,objectives_wallofdecay_bloodBanner,Objectives_Chamber3_WallOfDecay
Cleanse the Shrine,净化神坛,objectives_wallofdecay_cleanseShrine,Objectives_Chamber3_WallOfDecay
Kill the Taurus,消灭塔卢斯,objectives_wallofdecay_killTaurus,Objectives_Chamber3_WallOfDecay
Kill the Brawlers $i4/$i5,消灭争斗者（$i4/$i5）,objectives_wallofdecay_killBrawlers,Objectives_Chamber3_WallOfDecay
wall counters $i4,墙壁反击（$i4）,objectives_wallofdecay_wallCounters,Objectives_Chamber3_WallOfDecay
Wall Speed: $f4,墙壁速度：$i4,objectives_wallofdecay_wallSpeed,Objectives_Chamber3_WallOfDecay
Fill up the Timed Pressure Plates: $i4/$i5,踩满时间踏板：$i4/$i5,objectives_overgrowth_pressureTimePlates,Objectives_Chamber3_Overgrowth
Fill up the Timed Pressure Plates: $i4/$i5,踩满时间踏板：$i4/$i5,objectives_threechoices_pressureTimePlates,Objectives_Chamber3_ThreeChoices
Stand on the Timed Pressure Plate $i4/$i5,站在时间踏板上（$i4/$i5）,objectives_threechoices_standOnPlate,Objectives_Chamber3_ThreeChoices
Defeat Graw,击败葛洛,objectives_graw_defeatGraw,Objectives_Chamber3_Graw
Find the correct order,找到正确的顺序,objectives_darkmaze_correctOrder,Objectives_Chamber4_DarkMaze
Keep the shrines activated $i4/$i5,保持神坛激活（$i4/$i5）,objectives_darkmaze_shrinesActivated,Objectives_Chamber4_DarkMaze
Get through the maze,穿过迷宫,objectives_darkmaze_passMaze,Objectives_Chamber4_DarkMaze
Kill the Dark Hunters $i4/$i5,消灭黑暗猎手（$i4/$i5）,objectives_darkmaze_killHunters,Objectives_Chamber4_DarkMaze
Activate the shrines $i4/$i5,激活神坛（$i4/$i5）,objectives_spiritualarrest_activateShrines,Objectives_Chamber4_SpiritualArrest
Kill the warlocks $i4/$i5,消灭术士（$i4/$i5）,objectives_spiritualarrest_killWarlocks,Objectives_Chamber4_SpiritualArrest
Kill the Commander,消灭指挥官,objectives_spiritualarrest_killCommander,Objectives_Chamber4_SpiritualArrest
Get to the Blood Banner,到达血色旗帜处,objectives_spiritualarrest_bloodBanner,Objectives_Chamber4_SpiritualArrest
Destroy the Blood Machine,摧毁血腥机器,objectives_bloodmachine_destroyMachine,Objectives_Chamber4_Bloodmachine
Defeat the Waves $i4/$i5,击败数波敌人（$i4/$i5）,objectives_ratsinamaze_defeatWaves,Objectives_Chamber4_RastInAMaze
Find a way through the maze,找到通过迷宫的路,objectives_ratsinamaze_travelMaze,Objectives_Chamber4_RastInAMaze
Light the shrines $i4/$i5,点亮神坛（$i4/$i5）,objectives_ratsinamaze_lightShrines,Objectives_Chamber4_RastInAMaze
Get to the Blood Banner,到达血色旗帜处,objectives_spikerun_bloodBanner,Objectives_Chamber4_SpikeRun
Kill all enemies,消灭所有敌人,objectives_spikerun_killEnemies,Objectives_Chamber4_SpikeRun
Free Balfus!,解放巴尔福斯,freebalfus,Objectives_Mordar
Light the shrines $i4/$i5,点亮神坛（$i4/$i5）,lightshrines,Objectives_Mordar
"Defeat Mordar, The One-Legged Mage",击败单腿法师，魔达,killmordar,Objectives_Mordar
Defeat the Colossi: $i4/$i5,击败巨像：$i4/$i5,killCollosi,Objectives_FinalBoss
This way.,这边。,orb_chamber1_1ThisWay,Dialog_Chamber1_HoT
"Remember, you can ask me to follow you with a special call.",记住，你能通过特殊的呼唤来让我跟着你。,orb_chamber1_1FollowCall,Dialog_Chamber1_HoT
"Welcome, Gladiators, to the hall of Trials! <t>*</t>Within each of the Chambers, you will face trials of deadly combat – and eventually, its guardian.",欢迎来到试炼大厅，角斗士！<t>4</t>在这里的每个房间，你都将面对致命战斗的试炼——并最终面对它的守护者。,orb_chamber1_1IntroOfChamber1,Dialog_Chamber1_HoT
Let us start with this one.,让我们从这开始吧。,orb_chamber1_1LetsStart,Dialog_Chamber1_HoT
"This we call the Preparation Room. The room between rooms. <t>5</t>Here you can change your battle gear, and prepare strategies.",我们称这里为准备室。房间之间的房间。<t>5</t>你能在这里更换你的装备，并筹划接下来的策略。,orb_chamber1_1PrepRoom,Dialog_Chamber1_HoT
"Get ready, I’ll be sure to tell you what needs doing.",去做准备，我之后会把你要做的事情告诉你的。,orb_chamber1_2FirstTrial,Dialog_Chamber1_HoT
"Well done – your progress is remarkable. <t>*</t>But beware, Wrathhoof will not be this easy - and he will not go easy on you. Understand? Good.",干得漂亮——你的进步非常明显。<t>3.8</t>不过要注意，面对怒蹄时可不会这么简单——他不会让你太好过的。懂了吗？很好。,orb_chamber1_2WellDone,Dialog_Chamber1_HoT
"Very good, keep this up and you just might ..",非常好，保持这个状态，你也许……,orb_chamber1_2Victory,Dialog_Chamber1_HoT
Just. Ignore him. Wrathhoof has forgotten where he came from - <t>*</t> - forgotten the meaning of honor. Most of the new Guardians have...,别管他。怒蹄已经忘记自己来自哪里——<t>5.7</t>——忘记荣耀的意义了。新的守护者大多已经……,orb_chamber1_2DontWorry,Dialog_Chamber1_HoT
"Your ferocity is impressive! Keep it up, and you may yet bring honour to your tribe.",你的狠样真让人难忘！保持这个状态，你或许能把荣耀带回自己的部落。,orb_chamber1_3Victory,Dialog_Chamber1_HoT
You have beaten enough Trials! You have earned the right to face Wrath -,你已经通过足够多的试炼了！你有资格面对怒——,orb_chamber1_4Victory,Dialog_Chamber1_HoT
Curse him twice. Were he not a Guardian I would...,吊他两次。他要不是守护者，我就……,orb_chamber1_4CurseHim,Dialog_Chamber1_HoT
"Go - face him, if you're ready. <t>*</t>However, know that besting a trial again, but with better results, can increase your power -<t>*</t>- and it just might improve your odds.",去吧——准备好了就去面对他吧。<t>4</t>不过，你要知道以更优异的成绩再次战胜以往的试炼能增强你的力量——<t>7.1</t>——以及提高你的胜率。,orb_chamber1_4ImproveOdds,Dialog_Chamber1_HoT
"Excellent, now you are truly ready to face the Guardian of this Chamber.",很好，现在你已经真正准备好面对这间房的守护者了。,orb_chamber1_5Victory,Dialog_Chamber1_HoT
"Haah, he doesn't suspect anything.",哈啊，他一点都没有怀疑。,orb_chamber1_5DoesntSuspect,Dialog_Chamber1_HoT
"The next chamber awaits you - but tread with care. I know its guardian personally... <t>*</t>and your fight, I’m afraid, has only just begun...",下一间房正等着你——不过去的时候小心点。我个人是知道它的守护者是谁的……<t>5.5</t>而且我担心你的战斗，只是刚刚开始……,orb_chamber1_5Chamber2Awaits,Dialog_Chamber1_HoT
You think you've done enough to impress me? Pathetic! <t>*</t>You will die before I pass you – just like your ancestors did before you!,你觉得自己很厉害？真可悲！<t>5.3</t>在我给你合格前你就会死掉——就跟你的祖先一样！,WH_chamber1_Unimpressed,Dialog_Chamber1_HoT
You think you've bested my Trials - Hah! <t>*</t>You think you're as strong as me? You think you're ready? I went easy on you!,你觉得自己已经战胜了我的试炼——哈！<t>3.9</t>你觉得自己和我一样厉害？你觉得自己已经准备好了？那是我没对你下重手！,WH_chamber1_Taunt,Dialog_Chamber1_HoT
"Your death belongs to me, and me alone – <t>*</t> – come before me! I'll show you a true challenge!",你的死亡是属于我的，我一个人的—— <t>4.8</t>——到我这来，我会让你见识下真正的挑战！,WH_chamber1_Comebeforeme,Dialog_Chamber1_HoT
"Thank you for playing this demonstration of FORCED! Remember, you can re-play the previous Trials.",感谢你游玩《强迫》的Demo！别忘了，你可以重玩前面的试炼。,TM_chamber1_DEMO,Dialog_Chamber1_HoT
Swarmers have corrupted these once great arenas.,蜂拥者破坏了这些曾经辉煌的角斗场。,activator_swarmer_flavor,Dialog_Chamber1_Activator
"Remember, a Marked enemy is a vulnerable enemy.",别忘了，带有印记的敌人更加脆弱。,activator_markhint3,Dialog_Chamber1_Activator
"Here, you fight or you die.",在这里，你不战则亡。,activator_fight_flavor,Dialog_Chamber1_Activator
"Your first trial is about to begin, stay calm and listen to my instructions... <t>*</t> and you just might live through it.",你的第一个试炼马上要开始了，保持安静，听我说明……<t>6.2</t>你也许需要靠它来活下去。,activator_begin,Dialog_Chamber1_Activator
Keep an eye on that hole. You can always be sure that danger lurks in such darkness.,眼睛注意那边的洞。无论什么时候你都可以认为危险就潜藏在这样黑暗的地方。,activator_thatHole,Dialog_Chamber1_Activator
Morgrul is approaching! This is what you've been training for.,莫格鲁要来了！你就是为此做的训练。,activator_morgrulApproaching,Dialog_Chamber1_Activator
Maybe you are not as weak as you first appeared.,也许你已经不像刚来时那么弱了。,activator_cheer,Dialog_Chamber1_Activator
A big horde is approaching.,大批敌人正在靠近。,vandalism_horde_warning,Dialog_Chamber1_Vandalism
Get ready.,做好准备。,vandalism_getready,Dialog_Chamber1_Vandalism
"Be careful when using this shrines power, for your own sake.",为了你自己的安全，小心利用这些神坛的力量。,vandalism_bomb_tip,Dialog_Chamber1_Vandalism
Here they come!,他们来了！,vandalism_theycome,Dialog_Chamber1_Vandalism
Each statue takes 38 days to sculpt. A Gladiator takes 20-odd years.. <t>*</t> Guess which one is in short supply.,每尊雕像需要38天来雕刻。一个角斗士需要20多年来培养……<t>6.4</t>猜猜看哪个更短缺。,vandalism_38days,Dialog_Chamber1_Vandalism
"Excellent! One statue left, show me what you can do!",很好！只剩一尊雕像了，证明给我看你能行！,vandalism_oneleft,Dialog_Chamber1_Vandalism
"Good, focus on mastering my power. It will be needed later.",很好，集中精力掌握我的力量。之后会有用的。,vandalism_mypower,Dialog_Chamber1_Vandalism
"The power contained in these shrines can easily shatter stone. Or bones, for that matter. <t>*</t> Go ahead, try it on that statue over there.",这些神坛所蕴含的力量能轻易粉碎石头。同样的还有骨头。<t>6.4</t>继续，用那边的雕像试试看。,vandalism_stoneOrBones,Dialog_Chamber1_Vandalism
Destroying statues like this is designed to test our ability to work together.,像这种摧毁雕像是设计就是用来测试我们的合作能力的。,vandalism_testTeamwork,Dialog_Chamber1_Vandalism
These nests produce swarmers until we get rid of them.,这些巢穴在被我们铲除前会一直孵化出蜂拥者。,tremors_spawner_tip,Dialog_Chamber1_Tremors
Use the Shockwave Shrine to effectively deal with many enemies.,利用震波神坛能有效地消灭大量敌人。,tremors_shockwave_tip,Dialog_Chamber1_Tremors
